TeckRank_int,rank_CB_normlized,name
1969.0,3975.0,Tango Card
1970.0,7398.0,HoneyBook
1971.0,6984.0,Branch International
1972.0,3194.0,SimpleNexus
1973.0,6653.0,Ensemble
1974.0,5228.0,Earnd
1975.0,3309.0,Cover
1976.0,5637.0,Trōv
1977.0,3099.0,Highmark Health
1978.0,6268.0,Karat
1979.0,1542.0,Miss Group
1980.0,4823.0,ZeBrand Inc.
1981.0,906.0,iRidge
1982.0,9453.0,CaptivateIQ
1983.0,7378.0,OCUS
1984.0,8167.0,Alibaba Cloud
1985.0,4349.0,CloudBolt
1986.0,2087.0,Portworx
1987.0,6895.0,Veeam Software
1988.0,281.0,itopia
1989.0,7224.0,Nasuni
1990.0,6190.0,PacketFabric
1991.0,1862.0,2nd Watch
1992.0,4955.0,Hazelcast
1993.0,1585.0,VeloCloud
1994.0,57.0,RStor
1995.0,4272.0,OpsRamp
1996.0,7780.0,D2iq
1997.0,6823.0,DriveNets
1998.0,5274.0,Ampere Computing
1999.0,2463.0,Zenlayer
2000.0,3943.0,OpenLegacy
2001.0,3948.0,Tintri
2002.0,9940.0,DigitalOcean
2003.0,5597.0,Biren Technology
2004.0,6076.0,Arista Networks
2005.0,8208.0,OVHcloud
2006.0,4972.0,UPSTACK
2007.0,4759.0,Scality
2008.0,8183.0,LogicMonitor
2009.0,785.0,MacStadium
2010.0,2473.0,Transposit
2011.0,805.0,Service Fusion
2012.0,8095.0,appfire
2013.0,164.0,Raycast
2014.0,7452.0,Doppler
2015.0,6700.0,Circle Media
2016.0,6361.0,Pharmarack
2017.0,3803.0,R1 RCM
2018.0,7694.0,Bancor
2019.0,8402.0,Fei Protocol
2020.0,80.0,MugglePay
2021.0,7826.0,Blockchain Capital
2022.0,8376.0,Luno
2023.0,9276.0,Marqeta
2024.0,6149.0,Bithumb
2025.0,146.0,Wawllet Enterprises Limited
2026.0,1747.0,Bitcoin.org
2027.0,3936.0,QuarkChain
2028.0,9059.0,Chia Network
2029.0,499.0,PrimaDollar
2030.0,2595.0,TradeBlock
2031.0,4857.0,TeraBlock
2032.0,1967.0,Bitcoin Suisse AG
2033.0,6762.0,Truebill
2034.0,7745.0,Billtrust
2035.0,10009.0,Razorpay
2036.0,9586.0,BitGo
2037.0,3444.0,DeferIt
2038.0,9025.0,Zuora
2039.0,3649.0,Safello
2040.0,7160.0,TaxBit
2041.0,1190.0,Xapo
2042.0,9222.0,AvidXchange
2043.0,1931.0,Oxygen.org
2044.0,2924.0,Kantox
2045.0,4018.0,Equilibrium
2046.0,4986.0,Multicoin Capital
2047.0,2292.0,VersaPay
2048.0,1630.0,Alameda Research
2049.0,8122.0,CMS Holdings
2050.0,1632.0,Persistence One
2051.0,694.0,LedgerX
2052.0,5917.0,3 commas
2053.0,979.0,BillingPlatform
2054.0,6608.0,Kyber Network
2055.0,7817.0,Turnkey Lender
2056.0,7347.0,Bold Penguin
2057.0,8370.0,CENTRE
2058.0,5089.0,Sureify
2059.0,1256.0,Astrobotic Technology
2060.0,4185.0,Duco
2061.0,712.0,Legalist
2062.0,9928.0,Benchling
2063.0,3465.0,BioMarin Pharmaceutical
2064.0,19.0,FoodMarble
2065.0,4990.0,Ketch
2066.0,657.0,A-LIGN
2067.0,2180.0,Sectigo
2068.0,6284.0,Transparent Health Marketplace
2069.0,6355.0,Extend
2070.0,7374.0,Oasis Labs
2071.0,9569.0,Google
2072.0,6734.0,Minerva
2073.0,8977.0,CasperLabs
2074.0,8933.0,DFINITY
2075.0,5959.0,LogDNA
2076.0,455.0,Xunlei
2077.0,5817.0,Chef Software
2078.0,5193.0,Inscribe
2079.0,4159.0,Synchronoss Technologies
2080.0,9612.0,Census
2081.0,2639.0,Vantage Data Centers
2082.0,271.0,Radius Networks
2083.0,5361.0,Actifio
2084.0,1168.0,Softline
2085.0,8923.0,Puppet
2086.0,2927.0,ControlUp
2087.0,1560.0,FairMoney
2088.0,1303.0,Expa
2089.0,8158.0,Malomo
2090.0,6908.0,commercetools
2091.0,6148.0,Webscale
2092.0,3285.0,Marketo
2093.0,2365.0,TrendKite
2094.0,8489.0,Atrium
2095.0,8564.0,ActionIQ
2096.0,5782.0,Xactly
2097.0,3806.0,Innovusion
2098.0,999.0,Autotalks
2099.0,4495.0,Ping An Good Doctor
2100.0,7990.0,Qare
2101.0,3776.0,Lumeon
2102.0,4300.0,InTouch Health
2103.0,2533.0,Oviva
2104.0,2466.0,Workit Health
2105.0,5698.0,Evolent Health
2106.0,1078.0,Mico
2107.0,5755.0,Roam Research
2108.0,6105.0,Solo.io
2109.0,6552.0,Axoni
2110.0,3193.0,Radix
2111.0,8001.0,Presto
2112.0,9812.0,Francisco Partners
2113.0,3282.0,PremjiInvest
2114.0,5507.0,Drive Capital
2115.0,7526.0,Till Financial
2116.0,6216.0,Galileo Financial Technologies
2117.0,8340.0,MaC Venture Capital
2118.0,8424.0,RTP Global
2119.0,9093.0,Solarisbank
2120.0,445.0,ITOCHU Technology Ventures
2121.0,6898.0,bunq
2122.0,4368.0,AGS Transact Technologies
2123.0,5660.0,Gatsby
2124.0,6519.0,Mercury Technologies
2125.0,843.0,Underscore VC
2126.0,459.0,Disruptive Technology Advisers
2127.0,8205.0,LedgerPrime
2128.0,9949.0,Silver Lake
2129.0,8640.0,Alpian
2130.0,2216.0,Afriex
2131.0,847.0,FISPAN
2132.0,9707.0,Percent
2133.0,9616.0,Celonis
2134.0,5552.0,MariaDB
2135.0,1805.0,Park Place Technologies
2136.0,5988.0,PatientPoint
2137.0,838.0,RecVue
2138.0,9859.0,Luminar
2139.0,1287.0,StorageOS
2140.0,2447.0,Spot.io
2141.0,1626.0,Pluribus Networks
2142.0,6056.0,SOC Telemed
2143.0,7687.0,Commure
2144.0,51.0,Centauri Health Solutions
2145.0,820.0,Achievers
2146.0,7538.0,Peel-Works
2147.0,9452.0,C2i Genomics
2148.0,1164.0,Pixium Vision
2149.0,4660.0,EDDA Technology
2150.0,8582.0,Pitstop
2151.0,6672.0,NXCR
2152.0,8387.0,Approve.com
2153.0,8752.0,The Boring Company
2154.0,1100.0,InstaFreight
2155.0,1824.0,Fly Leasing
2156.0,4714.0,Yulu
2157.0,5544.0,Ampersand
2158.0,3195.0,Bazaar
2159.0,5579.0,Ebm GmbH
2160.0,8932.0,Convoy
2161.0,8255.0,Zenefits
2162.0,6532.0,Syrg
2163.0,778.0,PeopleSpheres
2164.0,6417.0,Reflektive
2165.0,3076.0,The Predictive Index
2166.0,7059.0,Workhuman
2167.0,9259.0,Workday
2168.0,7491.0,Templafy
2169.0,7889.0,Onit
2170.0,7326.0,Rarible
2171.0,1583.0,Goody
2172.0,2549.0,Investree
2173.0,9833.0,Spark Capital
2174.0,7090.0,Mintos
2175.0,2303.0,Genomenon
2176.0,8966.0,Elastic
2177.0,9661.0,Segment
2178.0,8628.0,CarTrade
2179.0,3490.0,BacklotCars
2180.0,8365.0,VOI Technology
2181.0,7744.0,Swyft
2182.0,3866.0,Suning.com
2183.0,4478.0,pumpumpum
2184.0,6917.0,Shiprocket
2185.0,6492.0,KAR Global
2186.0,9275.0,TIER Mobility
2187.0,2274.0,Chehaoduo
2188.0,6681.0,Bipi
2189.0,8913.0,Seven Senders
2190.0,3025.0,SendCloud
2191.0,2925.0,byrd
2192.0,6365.0,takealot.com
2193.0,9620.0,Delhivery
2194.0,2121.0,CredR
2195.0,2881.0,OpenLogi
2196.0,3113.0,uShip
2197.0,3275.0,CarGurus
2198.0,8594.0,Cazoo
2199.0,3366.0,Skip Scooters
2200.0,3892.0,Roadster
2201.0,8513.0,Lithia Motors
2202.0,265.0,Automile
2203.0,2599.0,Vulog
2204.0,8948.0,Forto
2205.0,7702.0,Dun & Bradstreet
2206.0,7676.0,Transfix
2207.0,2878.0,Tinkoff Bank
2208.0,9747.0,Finary
2209.0,506.0,LoanSnap
2210.0,1989.0,Saxo Bank
2211.0,9263.0,BEENEXT
2212.0,2015.0,Waves Platform
2213.0,5319.0,WeBank
2214.0,6005.0,Tiger Brokers
2215.0,9855.0,Betterment
2216.0,9986.0,DST Global
2217.0,1105.0,SharesPost
2218.0,9166.0,Contentsquare
2219.0,1846.0,Code Climate
2220.0,710.0,DaDa
2221.0,7473.0,Eruditus Executive Education
2222.0,96.0,italki
2223.0,7622.0,Babbel
2224.0,703.0,Docebo
2225.0,7759.0,Uable
2226.0,3009.0,Open English
2227.0,5325.0,Kidato
2228.0,5317.0,Koala Reading
2229.0,8496.0,Masai School
2230.0,3556.0,Udemy
2231.0,5478.0,Kyt
2232.0,1878.0,Emile Learning
2233.0,8435.0,SchoolHouse
2234.0,1917.0,PAPER
2235.0,1919.0,Minerva Project
2236.0,4099.0,Edmentum
2237.0,4105.0,Testbook.com
2238.0,5481.0,LIDO
2239.0,6252.0,Elevate K-12
2240.0,9843.0,LEAD School
2241.0,7251.0,BabySparks
2242.0,3408.0,LearnUpon
2243.0,5281.0,LearnZillion
2244.0,3386.0,Ringle
2245.0,9323.0,Upswing
2246.0,8141.0,BYJU’S
2247.0,4639.0,Moodle
2248.0,5443.0,CareerLabs
2249.0,7235.0,Yuanfudao
2250.0,1794.0,MEL Science
2251.0,5225.0,OpenClassrooms
2252.0,1777.0,Kiddom
2253.0,1170.0,Uptime App
2254.0,6899.0,Age of Learning
2255.0,9026.0,Newsela
2256.0,5975.0,Unacademy
2257.0,9117.0,Springboard
2258.0,1392.0,Engageli
2259.0,6829.0,Emmersion
2260.0,6049.0,51Talk
2261.0,5521.0,Abwaab
2262.0,9899.0,MasterClass
2263.0,9640.0,Lambda School
2264.0,1514.0,Examity
2265.0,1556.0,Ellevation
2266.0,8746.0,Aakash Educational Services
2267.0,10035.0,ExecOnline
2268.0,6095.0,Securly
2269.0,8644.0,Caribu
2270.0,3636.0,Aprende Institute
2271.0,1686.0,Wyzant
2272.0,10025.0,UpGrad
2273.0,953.0,Voxy
2274.0,814.0,Accredible
2275.0,9347.0,Fiveable
2276.0,9251.0,Preply
2277.0,5763.0,WorkRamp
2278.0,4253.0,Abl Schools
2279.0,5710.0,Simplilearn
2280.0,7416.0,Pariksha
2281.0,9528.0,Ruangguru
2282.0,2368.0,Newton School
2283.0,3205.0,Memrise
2284.0,101.0,WizKlub
2285.0,9793.0,Bitwise Industries
2286.0,4607.0,PlanetSpark
2287.0,6406.0,DreamBox Learning
2288.0,4835.0,Ambra Health
2289.0,2837.0,Convey
2290.0,573.0,Skydrop
2291.0,7915.0,Narvar
2292.0,4426.0,Syncron
2293.0,8567.0,Bpifrance
2294.0,5841.0,BIMA
2295.0,4630.0,Titan Medical
2296.0,1580.0,Xenex
2297.0,2611.0,Neocis
2298.0,7816.0,Heal
2299.0,6738.0,OneDrop
2300.0,3794.0,Stellar Health
2301.0,7085.0,DocPlanner
2302.0,8798.0,Banco Bilbao Vizcaya Argentaria
2303.0,2308.0,Click Cash
2304.0,5255.0,PitchBook Data
2305.0,8992.0,ZestMoney
2306.0,2621.0,CredoLab
2307.0,7396.0,SignalFire
2308.0,2717.0,Vortexa
2309.0,4114.0,VISOR ADL (Acquired by Credijusto)
2310.0,1037.0,Zilliant
2311.0,8504.0,Strive Health
2312.0,2473.0,Wellth
2313.0,7646.0,Zipnosis
2314.0,8835.0,HealthHero
2315.0,9192.0,Amwell
2316.0,6174.0,Speedoc
2317.0,8397.0,Ovia Health
2318.0,7037.0,Stocktwits
2319.0,3007.0,Upvest
2320.0,6444.0,BuildGroup
2321.0,7661.0,Clarity AI
2322.0,725.0,Vestmark
2323.0,1032.0,Aumni
2324.0,9815.0,NYMBUS
2325.0,9235.0,nCino
2326.0,2306.0,Lodha Group
2327.0,3528.0,PurpleBricks
2328.0,6243.0,Zoopla
2329.0,2403.0,GREYSTAR
2330.0,6967.0,REX - Real Estate Exchange
2331.0,8071.0,Katerra
2332.0,5451.0,OJO Labs
2333.0,4273.0,McCarthy & Stone
2334.0,3870.0,Better Place Forests
2335.0,1327.0,WeWork China
2336.0,1425.0,Factory_OS
2337.0,862.0,Aptuno
2338.0,1810.0,Connect Homes
2339.0,5379.0,Weingarten Realty Investors
2340.0,3700.0,Reggora
2341.0,1605.0,Flat.mx
2342.0,9996.0,Compass
2343.0,1492.0,The We Company
2344.0,33.0,Jiffy
2345.0,2443.0,Darwin Homes
2346.0,8477.0,LegalZoom
2347.0,8698.0,Jopwell
2348.0,9515.0,Upwork
2349.0,654.0,Brightside Health
2350.0,3327.0,LovePop
2351.0,4610.0,CDW Corporation
2352.0,9195.0,Thumbtack
2353.0,9872.0,Olist
2354.0,427.0,MaxAB
2355.0,6888.0,Outdoorsy
2356.0,2305.0,WMall (Blitzscale Technologies)
2357.0,8092.0,Boson Protocol
2358.0,7255.0,Ankorstore
2359.0,4193.0,Malt
2360.0,2757.0,Meituan.com
2361.0,4752.0,ShopX
2362.0,8725.0,PAXAFE
2363.0,2051.0,Fair
2364.0,2564.0,Juggle Jobs
2365.0,2340.0,Cyara
2366.0,6799.0,MetricStream
2367.0,7758.0,Aras
2368.0,8175.0,Catalant
2369.0,5382.0,SirionLabs
2370.0,7039.0,StarTek
2371.0,8146.0,Greenhouse Software
2372.0,9092.0,Mulberry Technology
2373.0,3557.0,Lokalise
2374.0,584.0,OneAssist
2375.0,8578.0,Orum.io
2376.0,266.0,Atidot
2377.0,6886.0,Enigma Technologies
2378.0,3401.0,Groundspeed Analytics
2379.0,7354.0,Earnix
2380.0,7086.0,Fenris
2381.0,359.0,Bizom
2382.0,3398.0,JRNI
2383.0,8358.0,Hedera Hashgraph
2384.0,951.0,Foundry Group
2385.0,1471.0,PaySense
2386.0,1864.0,Apiax
2387.0,9075.0,TransUnion
2388.0,7897.0,Blackbuck
2389.0,6698.0,Logmore
2390.0,9265.0,Bombora
2391.0,9470.0,BigCommerce
2392.0,6539.0,OPAL
2393.0,1679.0,Global Eagle Entertainment
2394.0,1739.0,Servion Global Solutions
2395.0,6049.0,Moogsoft
2396.0,6640.0,LinearB
2397.0,8283.0,Trifacta
2398.0,836.0,Databricks
2399.0,209.0,Amenity Analytics
2400.0,7600.0,Tamr
2401.0,8964.0,Alation
2402.0,4731.0,kleene.ai
2403.0,9032.0,Cape Privacy
2404.0,1010.0,VMRay
2405.0,5584.0,Shape Security
2406.0,2816.0,XM Cyber
2407.0,970.0,Twingate
2408.0,4386.0,Stellar Cyber
2409.0,2465.0,GoSecure
2410.0,3612.0,OSO
2411.0,6574.0,Synack
2412.0,4872.0,Area 1 Security
2413.0,353.0,Cloudentity
2414.0,5143.0,SCADAfence
2415.0,8908.0,FireEye
2416.0,102.0,Mandiant
2417.0,8948.0,Cyware
2418.0,7412.0,Dragos
2419.0,3963.0,Critical Start
2420.0,750.0,Phantom
2421.0,5271.0,CyCognito
2422.0,8972.0,Living Security
2423.0,181.0,DFLabs
2424.0,31.0,Lightspin
2425.0,4456.0,Aura Company
2426.0,720.0,Open Raven
2427.0,8728.0,Menlo Security
2428.0,7048.0,deepwatch
2429.0,2004.0,Threatcare
2430.0,7145.0,eSentire
2431.0,5744.0,Axiado Corporation
2432.0,3473.0,Orca Security
2433.0,7837.0,CyberArk Software
2434.0,9334.0,Perception Point
2435.0,543.0,Cyren
2436.0,8266.0,Alkira
2437.0,3644.0,Semperis
2438.0,2936.0,Yoti
2439.0,7006.0,IDEMIA
2440.0,2140.0,KDDI
2441.0,3963.0,AirEye
2442.0,7576.0,Huntress
2443.0,3917.0,Auth0
2444.0,3567.0,Proofpoint
2445.0,6946.0,Automox
2446.0,9531.0,OPSWAT
2447.0,3579.0,CoreView
2448.0,596.0,Tala Security
2449.0,3200.0,LookingGlass Cyber Solutions
2450.0,3517.0,Panther Labs
2451.0,9960.0,WhiteSource
2452.0,419.0,Blissfully
2453.0,4121.0,CYE
2454.0,7228.0,Expanse
2455.0,4233.0,AppViewX
2456.0,7446.0,OneLogin
2457.0,6640.0,Talon Cyber Security
2458.0,9573.0,Netskope
2459.0,4174.0,Keeper Security
2460.0,5832.0,Kenna Security
2461.0,549.0,Wiz
2462.0,6968.0,Expel
2463.0,6690.0,Verint Systems
2464.0,3106.0,Armor
2465.0,9673.0,Tanium
2466.0,907.0,seedata.io
2467.0,4783.0,Siemplify
2468.0,1972.0,Noname Security
2469.0,767.0,Skyhigh Networks
2470.0,6538.0,Virtru
2471.0,6258.0,Centrify
2472.0,8401.0,Morphisec
2473.0,9375.0,Keyfactor
2474.0,8128.0,Beyond Identity
2475.0,9911.0,Snyk
2476.0,1328.0,Vera
2477.0,9315.0,Axis Security
2478.0,6248.0,Accurics
2479.0,8927.0,Arctic Wolf
2480.0,8926.0,Cofense
2481.0,1773.0,Fidelis Cybersecurity
2482.0,4818.0,SafeBreach
2483.0,836.0,BlackDuck
2484.0,8463.0,Bitdefender
2485.0,8461.0,Perimeter 81
2486.0,8957.0,ForgeRock
2487.0,4568.0,Defendify
2488.0,2248.0,LogPoint
2489.0,8615.0,CipherCloud
2490.0,5951.0,Virsec
2491.0,4727.0,SecureAuth
2492.0,4950.0,Futurae
2493.0,5098.0,ShiftLeft
2494.0,6295.0,StackPath
2495.0,5970.0,Skybox Security
2496.0,6432.0,Thycotic
2497.0,329.0,Imvision
2498.0,9021.0,Imperva
2499.0,9889.0,Zscaler
2500.0,8185.0,Duo Security
2501.0,6087.0,Alert Logic
2502.0,8999.0,Cado Security
2503.0,2504.0,SAWO
2504.0,1675.0,Threat Stack
2505.0,4649.0,ShieldX Networks
2506.0,4703.0,Awake Security
2507.0,6838.0,Entrepreneurs Roundtable Accelerator
2508.0,9866.0,Salesforce Ventures
2509.0,7826.0,FounderFuel
2510.0,9727.0,Rocket Internet
2511.0,4975.0,Hyphen Group
2512.0,8146.0,Isar Aerospace
2513.0,8386.0,Astroscale
2514.0,4935.0,Cloud Native Computing Foundation (CNCF)
2515.0,191.0,Knowlarity Communications
2516.0,9763.0,Etsy
2517.0,2484.0,eSKY Customer support
2518.0,4447.0,Abound
2519.0,7042.0,Yerdle
2520.0,3820.0,WebEngage
2521.0,5167.0,Akeneo
2522.0,5416.0,Maverick Ventures
2523.0,657.0,Healthbox
2524.0,1980.0,Redmile Group
2525.0,631.0,Safeguard Scientifics
2526.0,7833.0,Ping An
2527.0,7549.0,Versant Ventures
2528.0,8164.0,OrbiMed
2529.0,2551.0,Deerfield Management
2530.0,5029.0,Vivo Capital
2531.0,2625.0,Within (VR/AR)
2532.0,5652.0,Axiata
2533.0,9587.0,Verizon
2534.0,3702.0,PropelPLM
2535.0,849.0,Alkemics
2536.0,3026.0,Forerunner Ventures
2537.0,4340.0,Humatics
2538.0,5659.0,Trust & Will
2539.0,6455.0,Wejo
2540.0,5959.0,Rollbar
2541.0,6112.0,Lucidworks
2542.0,3950.0,Element Analytics
2543.0,2636.0,Sinequa
2544.0,514.0,Adthena
2545.0,6834.0,CB Insights
2546.0,5014.0,Axtria
2547.0,8049.0,emocha Health
2548.0,4332.0,eVisit
2549.0,6308.0,Health Recovery Solutions
2550.0,474.0,Jugnoo
2551.0,3039.0,LD Capital
2552.0,1662.0,Perficient
2553.0,5684.0,ZenBusiness
2554.0,6359.0,JOYY
2555.0,8558.0,The Carlyle Group
2556.0,2730.0,mPulse Mobile
2557.0,4318.0,Health Gorilla
2558.0,2298.0,Skyryse
2559.0,5995.0,Origin Protocol
2560.0,7771.0,Spryker Systems
2561.0,5640.0,Ecwid
2562.0,1066.0,Internet Brands
2563.0,3854.0,Procurify
2564.0,4780.0,Textio
2565.0,2207.0,Doxel.AI
2566.0,7436.0,Anodot
2567.0,2240.0,Determined AI
2568.0,9125.0,Hyperscience
2569.0,1925.0,Aquant
2570.0,6939.0,Sama
2571.0,1886.0,Wave Computing
2572.0,2909.0,Seldon
2573.0,5720.0,Tonkean
2574.0,4345.0,Artificial Solutions
2575.0,3864.0,Digital Reasoning
2576.0,3870.0,Impira
2577.0,9832.0,Ada
2578.0,9829.0,C3 AI
2579.0,3193.0,Truera
2580.0,9512.0,Streamlit
2581.0,108.0,XGen
2582.0,15.0,InstaDeep
2583.0,3418.0,Metagenomi
2584.0,869.0,Hummingbird Technologies
2585.0,2062.0,Pecan
2586.0,3427.0,DataRobot
2587.0,2039.0,Jiffy.ai
2588.0,4734.0,RapidMiner
2589.0,8276.0,Auditoria.AI
2590.0,856.0,Chattermill
2591.0,647.0,Neodove
2592.0,9291.0,WorkFusion
2593.0,9290.0,QOMPLX
2594.0,6273.0,CopyAI
2595.0,9022.0,Hugging Face
2596.0,7344.0,CallMiner
2597.0,1193.0,Secondmind
2598.0,1250.0,Luminoso
2599.0,1270.0,skan.ai
2600.0,5880.0,Aporia
2601.0,7710.0,Logz.io
2602.0,3067.0,Avaamo
2603.0,8131.0,Rescale
2604.0,5285.0,Voyager Labs
2605.0,8683.0,Era Software
2606.0,2756.0,Peltarion
2607.0,6162.0,Around
2608.0,230.0,ABEJA
2609.0,1442.0,MiningLamp
2610.0,2099.0,V7
2611.0,1051.0,RIOS
2612.0,255.0,AI.Reverie
2613.0,1043.0,Sensat
2614.0,9815.0,OpenAI
2615.0,7096.0,Rasa
2616.0,6710.0,Coralogix
2617.0,6129.0,Datagran
2618.0,9703.0,PatSnap
2619.0,436.0,MonkeyLearn
2620.0,4370.0,BeyondMinds
2621.0,3766.0,Balto
2622.0,5261.0,CLIPr
2623.0,4567.0,swivl.ai
2624.0,155.0,Jina AI
2625.0,4829.0,Clinc
2626.0,4252.0,Arthur AI
2627.0,8543.0,Scale AI
2628.0,1573.0,Brain Technologies
2629.0,941.0,Botco.ai
2630.0,1780.0,EPICA
2631.0,148.0,ZILLIZ
2632.0,3095.0,Winnow
2633.0,4855.0,Nightfall AI
2634.0,5457.0,InfuseAI
2635.0,4013.0,Pachyderm
2636.0,6088.0,DuckDuckGo
2637.0,2079.0,Grin Scooters
2638.0,1781.0,EDITED
2639.0,9899.0,Trax
2640.0,3342.0,Stackline
2641.0,6651.0,Jones
2642.0,4053.0,"Building Engines, Inc."
2643.0,7711.0,Jetty
2644.0,6046.0,Roostify
2645.0,2079.0,Land Intelligence
2646.0,1734.0,Juniper Square
2647.0,2398.0,Habi
2648.0,7301.0,Super
2649.0,5755.0,nate
2650.0,7520.0,Letgo
2651.0,4575.0,Airspan Networks
2652.0,6411.0,Celona
2653.0,6287.0,Starry
2654.0,460.0,FreedomPop
2655.0,6059.0,Movandi
2656.0,616.0,Rostelecom
2657.0,4761.0,Truphone
2658.0,4124.0,SIGFOX
2659.0,8823.0,TELUS
2660.0,9452.0,Broadridge
2661.0,863.0,MotorK
2662.0,5194.0,Shopmonkey
2663.0,2285.0,ID5
2664.0,5838.0,Just Dial
2665.0,4526.0,Movile
2666.0,4365.0,TMON
2667.0,4929.0,Medikabazaar
2668.0,1059.0,Shopoff Realty Investments
2669.0,5925.0,Valon Technologies
2670.0,7529.0,Vingroup
2671.0,1366.0,Zibo
2672.0,192.0,Piramal Capital & Housing Finance
2673.0,2299.0,UpEquity
2674.0,5472.0,CrowdStreet
2675.0,64.0,Hearth
2676.0,4612.0,Lument
2677.0,9017.0,Offerpad
2678.0,4206.0,Noah
2679.0,4208.0,Fraction
2680.0,7618.0,PeerStreet
2681.0,6906.0,Nextday Property
2682.0,1084.0,Onerent
2683.0,9507.0,Envestnet
2684.0,6980.0,Lev
2685.0,6990.0,China Evergrande Group
2686.0,9143.0,Doma
2687.0,5466.0,eXp Realty
2688.0,8355.0,Landing
2689.0,7584.0,LendingHome
2690.0,5800.0,GROUNDFLOOR
2691.0,8409.0,Casavo
2692.0,8468.0,Flyhomes
2693.0,7870.0,EasyKnock
2694.0,4461.0,Spruce Holdings
2695.0,9992.0,Pacaso
2696.0,7792.0,Ribbon Home
2697.0,3693.0,Walker & Dunlop
2698.0,3716.0,Homeday
2699.0,5616.0,Evernest
2700.0,757.0,Dovevivo
2701.0,5708.0,Godrej
2702.0,539.0,Alate Partners
2703.0,3076.0,Strata
2704.0,3272.0,Doorvest
2705.0,8573.0,Knox Financial
2706.0,1988.0,OM1
2707.0,5797.0,Casdin Capital
2708.0,8855.0,InsurTech
2709.0,6850.0,MRI Software
2710.0,1663.0,BuildSupply
2711.0,9921.0,Pine Labs
2712.0,2054.0,People Power Company
2713.0,951.0,D-Orbit
2714.0,6864.0,Apttus
2715.0,2075.0,Doxim
2716.0,4070.0,Wiliot
2717.0,6314.0,Qorvo
2718.0,5910.0,Vayyar
2719.0,5159.0,MedHaul
2720.0,1012.0,Pitango Venture Capital
2721.0,1552.0,Tredence
2722.0,4691.0,strongDM
2723.0,2078.0,Element Biosciences
2724.0,9045.0,Mr Yum
2725.0,8552.0,Sweetgreen
2726.0,3252.0,Shiok Meats
2727.0,6077.0,Beyond Meat
2728.0,4387.0,CubicFarm Systems
2729.0,2735.0,Pots & Co
2730.0,8687.0,Good Catch
2731.0,4053.0,Keurig Dr Pepper
2732.0,5156.0,iKcon
2733.0,3151.0,Phibro Animal Health
2734.0,275.0,True Elements
2735.0,981.0,HeyTea
2736.0,5630.0,Protifarm
2737.0,2614.0,Athletic Brewing
2738.0,3139.0,Rage Coffee
2739.0,7976.0,Endless West
2740.0,2059.0,Poke House
2741.0,6000.0,Panera Bread
2742.0,950.0,Frizata
2743.0,4932.0,Siete Family Foods
2744.0,4171.0,Bira 91
2745.0,8336.0,Genki Forest
2746.0,3493.0,Everytable
2747.0,2310.0,Brown-Forman Corp.
2748.0,8903.0,Memphis Meats
2749.0,6982.0,Mosa Meat
2750.0,4795.0,DAIZ
2751.0,1353.0,Torchy's Tacos
2752.0,1431.0,TagZ Foods
2753.0,8877.0,Mission Barns
2754.0,4466.0,Haus
2755.0,9077.0,BrewDog
2756.0,6262.0,Vintage Wine Estates
2757.0,2339.0,Feed.
2758.0,6458.0,Better Nature
2759.0,3496.0,Pilgrims Pride
2760.0,5324.0,Chai Point
2761.0,412.0,Spindrift
2762.0,1240.0,Africa's Talking
2763.0,5501.0,Snow Software
2764.0,9885.0,Proximie
2765.0,7503.0,Sage Intacct
2766.0,6368.0,JumpStart
2767.0,327.0,UTEC - The University of Tokyo Edge Capital Partners
2768.0,6841.0,SeedInvest
2769.0,9768.0,Capitolis
2770.0,9684.0,Sequoia Capital
2771.0,884.0,Dharma Labs
2772.0,4523.0,Crowdfunder
2773.0,7973.0,CRV
2774.0,4864.0,KoinWorks
2775.0,9335.0,Lending Club
2776.0,1682.0,Spherium.Finance
2777.0,9739.0,Injective Protocol
2778.0,9051.0,Mirae Asset Global Investments
2779.0,9245.0,Aspiration
2780.0,4462.0,Arrington XRP Capital
2781.0,507.0,Prometheum
2782.0,2098.0,Robot Ventures
2783.0,7376.0,Omaze
2784.0,6098.0,Vega Protocol
2785.0,8748.0,Trafigura
2786.0,9821.0,NewSpring
2787.0,61.0,Bonfire Ventures
2788.0,5139.0,Bill & Melinda Gates Foundation
2789.0,7672.0,L Catterton
2790.0,6563.0,Rebel
2791.0,3969.0,iSTOX
2792.0,930.0,Accion
2793.0,2132.0,Franklin Templeton Investments
2794.0,1148.0,SocietyOne
2795.0,9128.0,OnDeck
2796.0,9103.0,Securrency
2797.0,3524.0,Airbyte
2798.0,7364.0,Chain.io
2799.0,3440.0,Opensignal
2800.0,6348.0,TripleBlind
2801.0,4447.0,Iron Mountain
2802.0,1943.0,Onclusive
2803.0,813.0,Symphony Commerce
2804.0,9297.0,Mercari
2805.0,5896.0,HappyFresh
2806.0,7078.0,Zilingo
2807.0,7396.0,ServiceMax
2808.0,7179.0,Everlaw
2809.0,485.0,Publicis Sapient
2810.0,8434.0,MyMoneyMantra
2811.0,6575.0,Credible
2812.0,943.0,CrossLend
2813.0,4069.0,Vivriti Capital
2814.0,6801.0,eToro
2815.0,7015.0,Citizens Bank
2816.0,8314.0,Raisin
2817.0,8226.0,FinanZero
2818.0,9776.0,Avant
