initial_position,final_configuration,degree,techrank,TeckRank_int
170,Self-Storage,0,8.782,71.0
165,Sporting Goods,0,9.11,72.0
144,Social Entrepreneurship,0,9.11,73.0
118,Test and Measurement,0,9.215,74.0
129,Architecture,0,9.215,75.0
96,Home Renovation,0,9.216,76.0
110,Email Marketing,0,9.559,77.0
113,Charter Schools,0,9.559,78.0
99,Trading Platform,0,9.559,79.0
105,Cosmetic Surgery,0,9.559,80.0
77,Freelance,0,9.559,81.0
112,Nuclear,0,9.559,82.0
18,Pollution Control,0,9.559,83.0
36,Skill Assessment,0,9.559,84.0
93,Green Building,0,9.559,85.0
107,Lighting,0,9.559,86.0
46,Wedding,0,9.559,87.0
91,EBooks,0,9.559,88.0
108,Electronic Health Record (EHR),0,9.559,89.0
51,Tutoring,0,9.559,90.0
28,Performing Arts,0,9.559,91.0
67,Craft Beer,0,9.559,92.0
94,Dietary Supplements,0,9.559,93.0
58,Organic Food,0,9.559,94.0
16,Music Streaming,0,9.559,95.0
17,Independent Music,0,9.559,96.0
14,Ports and Harbors,0,9.559,97.0
13,Marine Transportation,0,9.559,98.0
26,Primary Education,0,9.559,99.0
25,Edutainment,0,9.559,100.0
175,Translation Service,0,9.778,101.0
186,Public Relations,0,9.853,102.0
148,Politics,0,9.964,103.0
182,CleanTech,0,9.989,104.0
210,Delivery,0,9.99,105.0
173,SMS,0,10.109,106.0
151,Consumer Applications,0,10.109,107.0
136,GPS,0,10.109,108.0
180,Sustainability,0,10.109,109.0
188,Electric Vehicle,0,10.109,110.0
133,Film Production,0,10.109,111.0
152,Funding Platform,0,10.109,112.0
124,Graphic Design,0,10.109,113.0
156,Retirement,0,10.109,114.0
134,3D Printing,0,10.109,115.0
117,Dating,0,10.109,116.0
123,Boating,0,10.109,117.0
147,Power Grid,0,10.109,118.0
95,Travel Agency,0,10.109,119.0
90,Home Improvement,0,10.109,120.0
202,Home Services,0,10.462,121.0
181,Private Cloud,0,10.62,122.0
168,Virtual Desktop,0,10.639,123.0
97,Content Marketing,0,10.639,124.0
143,Consumer Software,0,10.639,125.0
135,Photography,0,10.639,126.0
122,Virtual Currency,0,10.639,127.0
57,Direct Sales,0,10.639,128.0
100,Virtual Assistant,0,10.64,129.0
49,Local Advertising,0,10.64,130.0
127,Secondary Education,0,10.64,131.0
154,Taxi Service,0,10.64,132.0
53,Incubators,0,10.64,133.0
88,Resorts,0,10.64,134.0
212,Nanotechnology,0,10.657,135.0
128,Universities,0,10.827,136.0
203,Online Forums,0,10.858,137.0
213,Enterprise Resource Planning (ERP),0,10.858,138.0
193,Video Streaming,0,10.858,139.0
126,Mechanical Design,0,10.858,140.0
174,Plastics and Rubber Manufacturing,0,10.858,141.0
192,Women's,0,10.858,142.0
184,Wine And Spirits,0,10.896,143.0
266,Solar,0,11.071,144.0
256,Wealth Management,0,11.189,145.0
198,Recycling,0,11.189,146.0
196,Mining Technology,0,11.211,147.0
150,Meeting Software,0,11.211,148.0
234,Outsourcing,0,11.216,149.0
201,Broadcasting,0,11.216,150.0
199,Satellite Communication,0,11.216,151.0
142,Facility Management,0,11.216,152.0
254,Railroad,0,11.216,153.0
172,Auto Insurance,0,11.216,154.0
187,Commercial Real Estate,0,11.216,155.0
178,Humanitarian,0,11.325,156.0
183,Health Insurance,0,11.325,157.0
224,Nursing and Residential Care,0,11.325,158.0
233,Management Information Systems,0,11.471,159.0
227,Cosmetics,0,11.472,160.0
217,Unified Communications,0,11.514,161.0
119,Brand Marketing,0,11.514,162.0
149,Online Games,0,11.514,163.0
64,Local Business,0,11.514,164.0
104,Vacation Rental,0,11.514,165.0
153,Health Diagnostics,0,11.514,166.0
139,Genetics,0,11.514,167.0
125,Residential,0,11.606,168.0
103,Natural Language Processing,0,11.612,169.0
130,Film,0,11.613,170.0
146,mHealth,0,11.613,171.0
114,Livestock,0,11.613,172.0
102,Mobile Advertising,0,11.613,173.0
140,Clinical Trials,0,11.613,174.0
246,Intelligent Systems,0,11.644,175.0
179,Environmental Engineering,0,11.672,176.0
242,Lending,0,11.706,177.0
189,Hotel,0,11.706,178.0
285,Advice,0,11.732,179.0
255,Biopharma,0,11.732,180.0
167,Energy Management,0,11.752,181.0
223,Jewelry,0,11.884,182.0
207,Reservations,0,11.884,183.0
137,Charity,0,11.884,184.0
177,Beauty,0,11.884,185.0
166,Shipping,0,11.884,186.0
240,Warehousing,0,11.995,187.0
238,Electrical Distribution,0,11.995,188.0
226,Waste Management,0,12.042,189.0
171,Local,0,12.105,190.0
304,Publishing,0,12.143,191.0
214,Real Estate Investment,0,12.186,192.0
228,Billing,0,12.262,193.0
274,Quantum Computing,0,12.317,194.0
190,Farming,0,12.382,195.0
219,Navigation,0,12.443,196.0
191,Energy Efficiency,0,12.443,197.0
185,Food Processing,0,12.443,198.0
161,Music,0,12.485,199.0
155,Optical Communication,0,12.504,200.0
101,SEO,0,12.504,201.0
164,Last Mile Transportation,0,12.504,202.0
159,App Marketing,0,12.504,203.0
157,Cycling,0,12.504,204.0
271,Financial Exchanges,0,12.585,205.0
248,Mining,0,12.604,206.0
261,Contact Management,0,12.646,207.0
200,Video Conferencing,0,12.646,208.0
197,Personal Branding,0,12.646,209.0
141,Corrections Facilities,0,12.646,210.0
211,Leisure,0,12.721,211.0
232,Cannabis,0,12.723,212.0
316,Business Information Systems,0,12.729,213.0
288,Space Travel,0,12.729,214.0
259,Lifestyle,0,12.729,215.0
328,News,0,12.801,216.0
239,Professional Networking,0,12.815,217.0
247,RFID,0,12.853,218.0
221,Corporate Training,0,12.853,219.0
253,Marine Technology,0,12.933,220.0
218,Property Development,0,12.933,221.0
293,Freight Service,0,12.991,222.0
260,Air Transportation,0,13.027,223.0
163,Gaming,0,13.127,224.0
145,Grocery,0,13.149,225.0
277,Transaction Processing,0,13.183,226.0
258,Facilities Support Services,0,13.183,227.0
206,Domain Registrar,0,13.219,228.0
245,Web Browsers,0,13.272,229.0
317,Sports,0,13.279,230.0
252,Semiconductor,0,13.317,231.0
229,Serious Games,0,13.332,232.0
109,Linux,0,13.332,233.0
138,NFC,0,13.332,234.0
121,B2C,0,13.332,235.0
120,3D Technology,0,13.332,236.0
98,Fast-Moving Consumer Goods,0,13.332,237.0
279,Quality Assurance,0,13.348,238.0
303,Chemical,0,13.361,239.0
237,Data Mining,0,13.374,240.0
225,Virtual Workforce,0,13.374,241.0
204,Intellectual Property,0,13.394,242.0
111,Drone Management,0,13.395,243.0
272,Fitness,0,13.423,244.0
220,Alternative Medicine,0,13.423,245.0
297,Fraud Detection,0,13.486,246.0
208,AgTech,0,13.486,247.0
263,Reputation,0,13.509,248.0
243,Water,0,13.582,249.0
176,Ticketing,0,13.582,250.0
276,Fashion,0,13.619,251.0
299,Higher Education,0,13.694,252.0
291,Events,0,13.721,253.0
284,Electronic Design Automation (EDA),0,13.778,254.0
290,VoIP,0,13.792,255.0
298,Embedded Systems,0,13.852,256.0
339,Environmental Consulting,0,13.862,257.0
251,ISP,0,13.94,258.0
262,Product Research,0,13.94,259.0
283,Event Management,0,13.965,260.0
235,Therapeutics,0,13.982,261.0
158,Creative Agency,0,14.107,262.0
66,Content Discovery,0,14.108,263.0
65,Neuroscience,0,14.108,264.0
84,Assisted Living,0,14.108,265.0
322,Staffing Agency,0,14.198,266.0
278,Flash Storage,0,14.268,267.0
250,Market Research,0,14.303,268.0
241,Call Center,0,14.305,269.0
329,Building Material,0,14.331,270.0
318,Tourism,0,14.363,271.0
315,Civil Engineering,0,14.363,272.0
132,Elderly,0,14.368,273.0
216,Rental,0,14.387,274.0
270,Mobile Payments,0,14.429,275.0
231,Autonomous Vehicles,0,14.505,276.0
307,Shopping,0,14.571,277.0
230,Productivity Tools,0,14.643,278.0
319,Media and Entertainment,0,14.665,279.0
324,Venture Capital,0,14.694,280.0
292,Wearables,0,14.723,281.0
194,Personalization,0,14.812,282.0
160,EdTech,0,14.812,283.0
244,Desktop Apps,0,14.839,284.0
79,Personal Finance,0,14.839,285.0
78,Ethereum,0,14.839,286.0
115,Social Recruiting,0,14.839,287.0
116,Career Planning,0,14.839,288.0
294,Bitcoin,0,14.937,289.0
332,Cloud Storage,0,15.066,290.0
267,Ediscovery,0,15.114,291.0
268,Social,0,15.122,292.0
286,Smart Building,0,15.191,293.0
275,Life Science,0,15.211,294.0
325,Industrial Manufacturing,0,15.226,295.0
281,Parking,0,15.323,296.0
195,Innovation Management,0,15.327,297.0
273,Renewable Energy,0,15.327,298.0
342,Network Hardware,0,15.341,299.0
347,Information and Communications Technology (ICT),0,15.368,300.0
350,Wholesale,0,15.382,301.0
351,Android,0,15.475,302.0
313,Digital Media,0,15.534,303.0
309,DRM,0,15.554,304.0
306,Hospital,0,15.556,305.0
305,Clean Energy,0,15.576,306.0
340,Machinery Manufacturing,0,15.582,307.0
209,Crowdsourcing,0,15.617,308.0
215,Scheduling,0,15.646,309.0
296,Virtual Reality,0,15.673,310.0
169,Operating Systems,0,15.685,311.0
301,Data Visualization,0,15.745,312.0
334,Content,0,15.855,313.0
321,Enterprise Applications,0,15.979,314.0
222,Home Health Care,0,15.995,315.0
289,Smart Cities,0,16.039,316.0
236,Assistive Technology,0,16.044,317.0
257,Marketing Automation,0,16.059,318.0
330,Small and Medium Businesses,0,16.196,319.0
323,Drones,0,16.258,320.0
346,Mechanical Engineering,0,16.311,321.0
249,Personal Health,0,16.341,322.0
300,E-Commerce Platforms,0,16.4,323.0
385,Technical Support,0,16.495,324.0
349,Smart Home,0,16.548,325.0
295,Biometrics,0,16.6,326.0
366,Consumer,0,16.616,327.0
374,Wireless,0,16.655,328.0
320,Intrusion Detection,0,16.739,329.0
356,Law Enforcement,0,16.756,330.0
388,Accounting,0,16.781,331.0
311,IaaS,0,16.798,332.0
310,Property Management,0,16.821,333.0
264,Price Comparison,0,16.828,334.0
335,Application Performance Management,0,16.861,335.0
265,Mapping Services,0,16.925,336.0
358,Email,0,16.942,337.0
338,Medical Device,0,17.062,338.0
280,Private Social Networking,0,17.068,339.0
363,Developer Tools,0,17.225,340.0
341,Recruiting,0,17.286,341.0
369,Consumer Goods,0,17.372,342.0
360,Customer Service,0,17.473,343.0
269,Digital Marketing,0,17.475,344.0
205,Image Recognition,0,17.558,345.0
312,Predictive Analytics,0,17.579,346.0
302,Mobile Devices,0,17.596,347.0
308,Computer Vision,0,17.611,348.0
379,Web Apps,0,17.662,349.0
348,Virtualization,0,17.676,350.0
327,Document Management,0,17.752,351.0
384,Industrial Engineering,0,17.774,352.0
389,Project Management,0,17.806,353.0
403,Banking,0,17.863,354.0
345,Hospitality,0,17.889,355.0
333,Developer APIs,0,18.017,356.0
367,Communications Infrastructure,0,18.018,357.0
337,Online Portals,0,18.047,358.0
282,InsurTech,0,18.057,359.0
395,Commercial,0,18.268,360.0
391,Data Integration,0,18.281,361.0
331,Social Network,0,18.312,362.0
397,Asset Management,0,18.312,363.0
370,Search Engine,0,18.448,364.0
368,Marketplace,0,18.5,365.0
357,iOS,0,18.545,366.0
353,E-Learning,0,18.584,367.0
380,Advertising,0,18.605,368.0
287,Elder Care,0,18.642,369.0
387,Military,0,18.677,370.0
410,Communities,0,18.688,371.0
405,Industrial Automation,0,18.766,372.0
400,Data Storage,0,18.827,373.0
352,Open Source,0,18.892,374.0
377,Cloud Management,0,18.894,375.0
398,Data Center,0,19.014,376.0
362,Business Intelligence,0,19.029,377.0
375,Enterprise,0,19.06,378.0
336,Wellness,0,19.129,379.0
314,Developer Platform,0,19.153,380.0
354,Sales,0,19.188,381.0
399,Product Design,0,19.216,382.0
355,Agriculture,0,19.241,383.0
407,Infrastructure,0,19.256,384.0
364,Collaboration,0,19.35,385.0
390,Supply Chain Management,0,19.381,386.0
392,Cryptocurrency,0,19.387,387.0
359,Human Resources,0,19.511,388.0
373,Penetration Testing,0,19.827,389.0
361,Pharmaceutical,0,19.965,390.0
418,IT Infrastructure,0,20.023,391.0
381,Food and Beverage,0,20.033,392.0
409,Insurance,0,20.035,393.0
343,File Sharing,0,20.078,394.0
372,Web Design,0,20.102,395.0
408,Logistics,0,20.179,396.0
393,Web Development,0,20.194,397.0
376,Location Based Services,0,20.214,398.0
383,Video,0,20.219,399.0
396,Management Consulting,0,20.232,400.0
431,Construction,0,20.26,401.0
439,Association,0,20.494,402.0
344,PaaS,0,20.507,403.0
365,Sensor,0,20.788,404.0
423,Finance,0,20.868,405.0
417,IT Management,0,20.896,406.0
430,Oil and Gas,0,20.938,407.0
402,Real Time,0,20.999,408.0
419,Database,0,21.015,409.0
326,Retail Technology,0,21.203,410.0
427,Non Profit,0,21.243,411.0
371,Biotechnology,0,21.308,412.0
411,Web Hosting,0,21.34,413.0
420,Business Development,0,21.482,414.0
412,Payments,0,21.514,415.0
413,Travel,0,21.515,416.0
432,Homeland Security,0,21.54,417.0
414,Industrial,0,21.557,418.0
428,Real Estate,0,21.68,419.0
386,Cloud Infrastructure,0,21.719,420.0
437,Legal,0,21.921,421.0
422,Messaging,0,22.249,422.0
394,Software Engineering,0,22.3,423.0
429,Service Industry,0,22.302,424.0
382,B2B,0,22.421,425.0
404,Retail,0,22.522,426.0
424,Energy,0,22.561,427.0
416,Marketing,0,22.562,428.0
378,FinTech,0,22.607,429.0
447,Robotics,0,22.832,430.0
455,CRM,0,23.072,431.0
438,Training,0,23.233,432.0
442,Physical Security,0,23.49,433.0
434,Automotive,0,23.533,434.0
441,Professional Services,0,23.641,435.0
401,Medical,0,23.929,436.0
415,Social Media,0,24.088,437.0
435,National Security,0,24.166,438.0
457,Telecommunications,0,24.416,439.0
425,Transportation,0,24.591,440.0
448,Aerospace,0,24.592,441.0
450,Education,0,24.664,442.0
444,Consumer Electronics,0,24.744,443.0
453,Hardware,0,24.809,444.0
426,Compliance,0,24.882,445.0
421,Identity Management,0,25.413,446.0
445,Cloud Data Services,0,25.515,447.0
464,Government,0,25.975,448.0
459,Electronics,0,26.066,449.0
440,Cloud Computing,0,26.153,450.0
449,Financial Services,0,26.614,451.0
443,Mobile Apps,0,26.772,452.0
454,Risk Management,0,26.861,453.0
406,Machine Learning,0,27.109,454.0
433,Blockchain,0,27.317,455.0
451,Analytics,0,27.751,456.0
461,Apps,0,27.838,457.0
460,Internet of Things,0,28.036,458.0
456,Mobile,0,28.564,459.0
470,Computer,0,28.869,460.0
466,Public Safety,0,29.096,461.0
458,E-Commerce,0,29.156,462.0
465,Cloud Security,0,29.168,463.0
462,Health Care,0,29.535,464.0
469,Information Services,0,30.055,465.0
446,Big Data,0,30.119,466.0
467,Manufacturing,0,30.683,467.0
436,Artificial Intelligence,0,30.839,468.0
452,SaaS,0,32.869,469.0
463,Enterprise Software,0,33.93,470.0
468,Privacy,0,34.86,471.0
471,Consulting,0,35.853,472.0
473,Network Security,0,36.746,473.0
472,Internet,0,37.229,474.0
474,Cyber Security,0,48.658,475.0
475,Software,0,50.842,476.0
477,Information Technology,0,53.267,477.0
476,Security,0,53.534,478.0
